coingecko_id,name,symbol,market_cap_rank,asset_platform,token_type,homepage,categories,supply_circulating,supply_total,supply_max
loopring,Loopring,LRC,453,ethereum,ethereum,https://loopring.io,"Decentralized Exchange (DEX), Smart Contract Platform, Exchange-based Tokens, Decentralized Finance (DeFi), Arbitrum Ecosystem, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Loopring Ecosystem, Rollup, Energi Ecosystem",1245991468.94246,1373873397.442457,1374513896.0
yu,Yala Stablecoin,YU,457,ethereum,ethereum,https://yala.org/,"Stablecoins, USD Stablecoin, Solana Ecosystem, Ethereum Ecosystem",118280176.9395047,118280176.9395047,
swipe,Solar,SXP,450,ethereum,ethereum,https://solar.org,"BNB Chain Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, YZi Labs (Prev. Binance Labs) Portfolio",651761525.952851,652735435.309545,
wrapped-zenbtc,Zenrock BTC,ZENBTC,460,solana,solana,https://www.zenbtc.io,"Wrapped-Tokens, Solana Ecosystem",1000.0,1000.0,
sbtc-2,sBTC,SBTC,463,stacks,stacks,https://www.stacks.co/sbtc,"Smart Contract Platform, Bitcoin Sidechains, Stacks Ecosystem, SideChain",1000.0,1000.0,
neiro-on-eth,Neiro on ETH,NEIRO,471,ethereum,ethereum,https://www.neirocoin.com/,"Meme, Ethereum Ecosystem, Dog-Themed",1000000000.0,1000000000.0,1000000000.0
amnis-aptos,Amnis Aptos,AMAPT,458,aptos,aptos,https://amnis.finance/,"Liquid Staking Tokens, Aptos Ecosystem, Liquid Staking",25203628.7157081,25208967.9349,
bridged-wrapped-ether-starkgate,Bridged Ether (StarkGate),ETH,466,starknet,starknet,https://starkgate.starknet.io/,"Starknet Ecosystem, Bridged-Tokens",26444.7557301685,26444.7557301685,
magic-eden,Magic Eden,ME,462,solana,solana,https://magiceden.io/,"NFT, Solana Ecosystem, NFT Marketplace, Paradigm Portfolio, Sequoia Capital Portfolio",163136319.689437,1000000000.0,1000000000.0
solayer-staked-sol,Solayer Staked SOL,SSOL,464,solana,solana,https://solayer.org/,"Solana Ecosystem, Liquid Staking Tokens, Restaking, Liquid Restaking Tokens, Liquid Staked SOL, Liquid Staking, Liquid Restaked SOL",565345.475226794,565345.475226794,
ozone-chain,Ozone Chain,OZO,467,,native,https://ozonechain.io/,"Smart Contract Platform, Layer 1 (L1), Zero Knowledge (ZK)",848519408.0,1000000000.0,1000000000.0
uma,UMA,UMA,465,ethereum,ethereum,https://uma.xyz/,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",89261533.52365573,125784075.1005586,
dola-usd,DOLA,DOLA,468,ethereum,ethereum,https://www.inverse.finance/,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin",115730190.3000583,205868141.5319546,
io,io.net,IO,461,solana,solana,https://io.net,"Artificial Intelligence (AI), Internet of Things (IOT), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",188140009.9065091,799999309.2176589,800000000.0
aleo,ALEO,ALEO,469,,native,https://www.aleo.org/,"Smart Contract Platform, Layer 1 (L1), Zero Knowledge (ZK), Andreessen Horowitz (a16z) Portfolio, Privacy Blockchain, Made in USA",458017841.29397,1799372234.265948,
definitive,Definitive,EDGE,447,base,base,https://www.definitive.fi,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Base Ecosystem, Dex Aggregator",203024680.07272866,1000000000.0,1000000000.0
constellation-labs,Constellation,DAG,470,,native,https://constellationnetwork.io/,"Smart Contract Platform, Layer 1 (L1), Base Ecosystem, Layer 0 (L0), Made in USA, Directed Acyclic Graph (DAG)",2875177187.99128,3550000000.0,
request-network,Request,REQ,474,ethereum,ethereum,https://request.network,"Business Services, Polygon Ecosystem, Ethereum Ecosystem",744291192.2591633,999418799.5701458,1000000000.0
aixbt,aixbt,AIXBT,475,base,base,https://aixbt.tech,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Ethereum Ecosystem, Base Ecosystem, AI Meme, AI Agents, Virtuals Protocol Ecosystem, Binance Alpha Spotlight, DeFAI",968559356.7315345,1000000000.0,1000000000.0
ronin-bridged-weth-ronin,Ronin Bridged WETH (Ronin),WETH,473,ronin,ronin,https://app.roninchain.com/bridge,"Ronin Ecosystem, Bridged WETH, Bridged-Tokens",25611.09321895114,371871.9300925904,
f-x-protocol-fxusd,f(x) Protocol fxUSD,FXUSD,477,ethereum,ethereum,https://fx.aladdin.club,"Stablecoins, USD Stablecoin, Ethereum Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin",112464315.0926127,112464315.0926127,
cyberconnect,CYBER,CYBER,459,ethereum,ethereum,https://cyber.co/,"Smart Contract Platform, SocialFi, NFT, BNB Chain Ecosystem, Binance Launchpool, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Layer 2 (L2), Animoca Brands Portfolio, Multicoin Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Cyber Ecosystem, Optimism Superchain Ecosystem",48878133.733333334,100000000.0,100000000.0
yieldfi-ytoken,YieldFi yToken,YUSD,480,ethereum,ethereum,https://yield.fi/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Sonic Ecosystem, Yield-Bearing Stablecoin, Plume Network Ecosystem, Katana Ecosystem",101241361.7838691,101241361.7838691,
gohome,GOHOME,GOHOME,478,solana,solana,https://gohometoken.com/,"Solana Ecosystem, Meme",524619.43066,9999619.43066,9999619.45
band-protocol,Band,BAND,454,ethereum,ethereum,https://bandprotocol.com/,"Business Services, Decentralized Finance (DeFi), Oracle, Fantom Ecosystem, Ethereum Ecosystem, Binance Launchpad, Osmosis Ecosystem, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Sequoia Capital Portfolio",164025814.859308,164614404.025197,
coreum,Coreum,COREUM,483,xrp,xrp,https://www.coreum.com/,"Smart Contract Platform, Layer 1 (L1), Osmosis Ecosystem, XRP Ledger Ecosystem",649694844.343832,649694844.343832,
hyperbeat-usdt,Hyperbeat USDT,HBUSDT,481,hyperevm,hyperevm,,"Decentralized Finance (DeFi), HyperEVM Ecosystem",109569154.3450642,109698434.5910879,
pythia,PYTHIA,PYTHIA,482,solana,solana,https://ratpythia.ai,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem, Desci Meme, Binance Alpha Spotlight",998377800.235004,998377800.235004,1000000000.0
metis-token,Metis,METIS,472,ethereum,ethereum,https://www.metis.io/,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",6518834.342,10000000.0,10000000.0
apollo-diversified-credit-securitize-fund,Apollo Diversified Credit Securitize Fund,ACRED,484,ethereum,ethereum,https://securitize.io/primary-market/apollo-diversified-credit-securitize-fund,"Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Real World Assets (RWA), Ink Ecosystem",105340.313551,105340.313551,
terra-luna-2,Terra,LUNA,491,,native,https://www.terra.money/,"Alleged SEC Securities, Osmosis Ecosystem, DeFiance Capital Portfolio, Pantera Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Galaxy Digital Portfolio, OKX Ventures Portfolio",687660230.0,1078518456.25778,
savings-xdai,Savings xDAI,SDAI,488,xdai,xdai,http://earn.gnosis.io/,"Decentralized Finance (DeFi), Gnosis Chain Ecosystem, Yield-Bearing Stablecoin",92037351.69495887,92037351.69495887,
bridged-wrapped-steth-gnosis,Bridged Wrapped stETH (Gnosis),WSTETH,490,xdai,xdai,https://omni.gnosischain.com/bridge,"Crypto-Backed Tokens, Wrapped-Tokens, Gnosis Chain Ecosystem, Bridged-Tokens",20558.72091070778,20558.72091070778,
undeads-games,Undeads Games,UDS,479,ethereum,ethereum,https://undeads.com/,"Gaming (GameFi), NFT, Ethereum Ecosystem",102143156.375,250000000.0,250000000.0
status,Status,SNT,487,ethereum,ethereum,https://status.im/,"Software as a service, Ethereum Ecosystem, Energi Ecosystem",3960483788.3096976,6804870174.0,
freysa-ai,Freysa AI,FAI,498,base,base,https://www.freysa.ai,"Artificial Intelligence (AI), Base Ecosystem, AI Agents, Binance Alpha Spotlight, AI Framework",8189700000.0,8189700000.0,8189700000.0
unit-pump,Unit Pump,UPUMP,497,hyperevm,hyperevm,,"Hyperliquid Ecosystem, Bridged-Tokens, HyperEVM Ecosystem, Hyperunit Ecosystem",31901834623.08,1000000000000.0,1000000000000.0
big-time,Big Time,BIGTIME,489,ethereum,ethereum,https://bigtime.gg/,"Gaming (GameFi), Play To Earn, Ethereum Ecosystem, RPG, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, MMO",1908245059.7925065,5000000000.0,5000000000.0
venice-token,Venice Token,VVV,478,base,base,https://venice.ai/home,"Artificial Intelligence (AI), Base Ecosystem, AI Agents, AI Applications, Made in USA",33163033.50871194,74325416.2114974,
across-protocol,Across Protocol,ACX,493,ethereum,ethereum,https://across.to/,"Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Bridge Governance Tokens, Cross-chain Communication, Intent, Boba Network Ecosystem, Blockchain Capital Portfolio, Made in USA",607350443.7811804,1000000000.0,1000000000.0
acet-token,Acet,ACT,488,binance-smart-chain,binance-smart-chain,https://acet.finance/,BNB Chain Ecosystem,1709870215.734518,2230764830.365691,
verge,Verge,XVG,486,,native,http://vergecurrency.com/,"Smart Contract Platform, Privacy, Proof of Work (PoW), Made in USA",16521951235.74134,16555000000.0,
bitmart-token,BitMart,BMX,494,ethereum,ethereum,https://www.bitmart.com/trade/en,"Exchange-based Tokens, Centralized Exchange (CEX) Token, Ethereum Ecosystem",339412030.0,639412030.0,881679315.0
bora,BORA,BORA,499,klay-token,klay-token,https://www.boraecosystem.com/,"Gaming (GameFi), NFT, Kaia Ecosystem, Gaming Blockchains",1152750000.0,1205750000.0,1205750000.0
rujira,Rujira,RUJI,518,thorchain,thorchain,https://rujira.network,"Decentralized Finance (DeFi), DeFAI, Chain Abstraction",74500000.0,100000000.0,100000000.0
echelon-prime,Echelon Prime,PRIME,505,ethereum,ethereum,https://echelon.io/,"Smart Contract Platform, Gaming (GameFi), Ethereum Ecosystem, Base Ecosystem, Card Games, Paradigm Portfolio, Gaming Blockchains, Gaming Utility Token",53482677.92,111111111.0,111111111.0
purr-2,Purr,PURR,501,hyperliquid,hyperliquid,https://app.hyperliquid.xyz/trade/PURR/USDC,"Meme, Cat-Themed, Hyperliquid Ecosystem, HyperEVM Ecosystem",596413004.46925,596413010.92115,1000000000.0
swftcoin,SWFTCOIN,SWFTC,495,ethereum,ethereum,https://www.swftblockchain.ai,"Exchange-based Tokens, NFT, BNB Chain Ecosystem, Ethereum Ecosystem",10000000000.0,10000000000.0,10000000000.0
satoshi-stablecoin,Satoshi Stablecoin,SATUSD,502,bob-network,bob-network,https://satoshiprotocol.org/,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Base Ecosystem, Bitlayer Ecosystem, BEVM Ecosystem, Sonic Ecosystem, Crypto-backed Stablecoin, BSquared Network Ecosystem, Hemi Ecosystem",106942110.2253377,106942110.2253377,
merlin-chain,Merlin Chain,MERL,496,merlin-chain,merlin-chain,https://merlinchain.io/,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Layer 2 (L2), Merlin Chain Ecosystem, Bitcoin Sidechains, SideChain, OKX Ventures Portfolio",942400000.0,2100000000.0,2100000000.0
vicicoin,ViciCoin,VCNT,503,polygon-pos,polygon-pos,https://vicicoin.io/,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem",5696260.0782642,10000000.0,10000000.0
alchemy-pay,Alchemy Pay,ACH,500,ethereum,ethereum,https://alchemypay.org/,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions, DWF Labs Portfolio",4943691067.145604,9999999999.999987,9999999999.999987
six,Six Sigma,SIX,504,solana,solana,https://home.sixsigmasports.app/,"Gambling (GambleFi), Solana Ecosystem",1499999996.761788,1499999996.761788,1500000000.0
redstone-oracles,RedStone,RED,508,ethereum,ethereum,https://www.redstone.finance/,"Infrastructure, Oracle, Ethereum Ecosystem",280000000.0,1000000000.0,1000000000.0
hive,Hive,HIVE,505,,native,https://hive.io/,"Smart Contract Platform, SocialFi, Layer 1 (L1), Gaming Blockchains",484729412.123,,
biconomy,Biconomy,BICO,506,ethereum,ethereum,https://www.biconomy.io/,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",973919879.7618222,1000000000.0,1000000000.0
venus,Venus,XVS,509,binance-smart-chain,binance-smart-chain,https://venus.io/,"Decentralized Finance (DeFi), Yield Farming, BNB Chain Ecosystem, Binance Launchpool, Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, ZkSync Ecosystem, opBNB Ecosystem, Unichain Ecosystem",16737912.052121894,29745109.397966865,30000000.0
entangle,Entangle,NTGL,510,ethereum,ethereum,https://entangle.fi/,"Smart Contract Platform, Oracle, Layer 1 (L1), Ethereum Ecosystem, Mantle Ecosystem, Cross-chain Communication, Consensys Portfolio",616341612781.7277,843000000000.0,843000000000.0
moonwell-artemis,Moonwell,WELL,512,moonbeam,moonbeam,https://moonwell.fi,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Moonbeam Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Made in USA",3597875926.0,5000000000.0,5000000000.0
wrapped-centrifuge,Wrapped Centrifuge,WCFG,515,ethereum,ethereum,https://centrifuge.io/,"Crypto-Backed Tokens, Wrapped-Tokens, Ethereum Ecosystem",354077381.7158509,354077381.7158509,354077381.7158509
ika,Ika,IKA,511,sui,sui,https://ika.xyz/,"Zero Knowledge (ZK), Sui Ecosystem, Cross-chain Communication",3000000000.0,10000000000.0,10000000000.0
swop-2,Swop,SWOP,516,solana,solana,https://swopme.co,"SocialFi, Solana Ecosystem, Decentralized Identifier (DID), Payment Solutions",9999999392.375784,9999999392.375784,10000000000.0
memecoin-2,Memecoin,MEME,513,ethereum,ethereum,https://www.memecoin.org/,"NFT, Binance Launchpool, Meme, Ethereum Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI Meme Index, GMCI Index",52374960179.44836,69000000000.0,69000000000.0
onyc,Onchain Yield Coin,ONYC,519,solana,solana,https://onre.finance,"Tokenized Assets, Solana Ecosystem, Real World Assets (RWA), Yield-Bearing Stablecoin",100000000.0,100000000.0,
subsquid,SQD,SQD,518,arbitrum-one,arbitrum-one,https://sqd.dev,"Artificial Intelligence (AI), Big Data, Analytics, BNB Chain Ecosystem, Arbitrum Ecosystem, Base Ecosystem",780747122.8544033,1337000000.0,1337000000.0
l2-standard-bridged-weth-optimism,L2 Standard Bridged WETH (Optimism),WETH,520,optimistic-ethereum,optimistic-ethereum,https://www.optimism.io/,"Optimism Ecosystem, Bridged WETH, Bridged-Tokens",23104.33340152783,23104.33340152783,
tradable-singapore-fintech-ssl-2,Tradable Singapore Fintech SSL,PC0000023,523,zksync,zksync,https://www.tradable.xyz/,"ZkSync Ecosystem, Real World Assets (RWA), Tradable Ecosystem",100846154.0,100846154.0,114500000.0
optimism-bridged-wbtc-optimism,Optimism Bridged WBTC (Optimism),WBTC,522,optimistic-ethereum,optimistic-ethereum,https://www.optimism.io/,"Optimism Ecosystem, Bridged WBTC, Bridged-Tokens",858.90555363,858.90555363,
stp-network,AWE Network,AWE,523,base,base,https://www.awenetwork.ai/,"Artificial Intelligence (AI), Infrastructure, Decentralized Finance (DeFi), Derivatives, Synthetic Issuer, Base Ecosystem, AI Agents, Synthetic, AI Agent Launchpad",1942420283.0270672,1942420283.0270672,2000000000.0
anime,Animecoin,ANIME,526,arbitrum-one,arbitrum-one,https://www.anime.xyz/,"NFT, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Anime-Themed, Binance HODLer Airdrops, Airdropped Tokens by NFT Projects",5538604656.0,10000000000.0,10000000000.0
pumpbtc,pumpBTC,PUMPBTC,525,binance-smart-chain,binance-smart-chain,https://pumpbtc.xyz/,"BNB Chain Ecosystem, Liquid Staking Tokens, Ethereum Ecosystem, Liquid Staking, Liquid Staked BTC",950.05190523,950.05190523,
chutes,Chutes,SN64,528,bittensor,bittensor,https://chutes.ai/,"Artificial Intelligence (AI), Bittensor Ecosystem, Bittensor Subnets",2214958.780877308,2214958.780877308,21000000.0
funfair,FUNToken,FUN,529,ethereum,ethereum,https://funtoken.io/,"Gambling (GambleFi), Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem",10598879189.265394,10999873621.0,
qusdt,QL1 Bridged USDT (QL1),QUSDT,527,ql1,ql1,,"Bridged USDT, QL1 Ecosystem, Bridged-Tokens, Bridged Stablecoin",100000000.0,100000000.0,
tellor,Tellor Tributes,TRB,524,ethereum,ethereum,http://www.tellor.io/,"Business Services, Decentralized Finance (DeFi), Oracle, Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Manta Network Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Lisk Ecosystem, Made in USA",2704371.04190245,2777336.315972597,
manta-network,Manta Network,MANTA,514,manta-pacific,manta-pacific,https://manta.network/,"Smart Contract Platform, Polkadot Ecosystem, Binance Launchpool, Layer 2 (L2), Manta Network Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio",438482456.6769452,1000000000.0,1000000000.0
api3,Api3,API3,532,ethereum,ethereum,https://api3.org/,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",127209057.9425983,150726820.2323879,150726820.2323879
iostoken,IOST,IOST,530,,native,http://iost.io/,"Smart Contract Platform, BNB Chain Ecosystem, Proof of Stake (PoS), Sequoia Capital Portfolio",27443121946.0,27443121946.0,90000000000.0
bonfida,Bonfida (aka SNS),FIDA,531,solana,solana,https://www.bonfida.org/,"Big Data, Business Services, Infrastructure, Decentralized Finance (DeFi), Solana Ecosystem, FTX Holdings, DWF Labs Portfolio, Name Service",990911354.669491,1000000000.0,1000000000.0
phantom-staked-sol,Phantom Staked SOL,PSOL,535,solana,solana,https://phantom.com/,"Solana Ecosystem, Liquid Staked SOL, Liquid Staking",506140.534313661,506140.534313661,
cross-2,Cross,CROSS,539,binance-smart-chain,binance-smart-chain,https://www.ogfcorp.com/,"Smart Contract Platform, Gaming (GameFi), BNB Chain Ecosystem, Layer 1 (L1), Binance Alpha Spotlight",350000000.0,1000000000.0,1000000000.0
constitutiondao,ConstitutionDAO,PEOPLE,534,ethereum,ethereum,https://www.constitutiondao.com/,"Meme, Ethereum Ecosystem, PolitiFi",5066425112.014003,5066425112.014003,5066425112.014003
goatseus-maximus,Goatseus Maximus,GOAT,544,solana,solana,https://goatchan.xyz/,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem, Terminal of Truths, Binance Alpha Spotlight",999991956.244376,999991956.244376,1000000000.0
delysium,Delysium,AGI,542,ethereum,ethereum,https://www.delysium.com,"Artificial Intelligence (AI), BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, AI Agents, Alameda Research Portfolio",1922848323.422884,3000000000.0,3000000000.0
wrapped-aave-ethereum-usdc,Wrapped Aave Ethereum USDC,WAETHUSDC,537,ethereum,ethereum,,"Aave Tokens, Wrapped-Tokens, Ethereum Ecosystem",83839356.38579,83839356.38579,
banana-gun,Banana Gun,BANANA,538,ethereum,ethereum,http://bananagun.io,"Ethereum Ecosystem, Telegram Apps, Binance HODLer Airdrops",4016689.1878895634,8453241.024639849,10000000.0
stratis,Stratis,STRAX,543,,native,http://stratisplatform.com/,"Smart Contract Platform, Proof of Stake (PoS)",1996261973.197668,2071261973.197668,
songbird,Songbird,SGB,536,,native,https://flare.network/,Smart Contract Platform,15878648163.63819,18802292368.05148,
ardor,Ardor,ARDR,541,,native,https://www.ardorplatform.org/,"Infrastructure, Smart Contract Platform",998466231.0,998466231.0,
yield-guild-games,Yield Guild Games,YGG,540,ethereum,ethereum,https://yieldguild.io/,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Collectibles, Polygon Ecosystem, Play To Earn, Harmony Ecosystem, Guild and Scholarship, Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, DWF Labs Portfolio, Ronin Ecosystem, Gaming Governance Token, Andreessen Horowitz (a16z) Portfolio, Delphi Ventures Portfolio, Abstract Ecosystem",592827909.880187,999716414.322777,1000000000.0
l2-standard-bridged-frxusd,L2 Standard Bridged frxUSD,FRXUSD,546,fraxtal,fraxtal,https://frax.finance/,"Fraxtal Ecosystem, Bridged-Tokens",94764513.10769281,94764513.10769281,
paal-ai,PAAL AI,PAAL,548,ethereum,ethereum,https://paalai.io/,"Artificial Intelligence (AI), Virtual Reality, BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, PAAL AI Launchpad, AI Agents, AI Applications, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, Made in USA",897491580.7199504,1000000000.0,1000000000.0
avant-usd,Avant USD,AVUSD,550,avalanche,avalanche,https://www.avantprotocol.com/,"Stablecoins, Avalanche Ecosystem",94042559.44822744,94042559.44822744,
sign-global,Sign,SIGN,547,ethereum,ethereum,https://sign.global/,"Analytics, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Base Ecosystem",1350000000.0,10000000000.0,10000000000.0
harrypotterobamasonic10in,HarryPotterObamaSonic10Inu (ETH),BITCOIN,545,ethereum,ethereum,https://hpos10i.com,"Meme, Ethereum Ecosystem, Base Ecosystem, Berachain Ecosystem, Murad Picks, Binance Alpha Spotlight, 4chan-Themed",999798155.0,999798155.0,1000000000.0
slash-vision-labs,Slash Vision Labs,SVL,551,mantle,mantle,https://slash.vision/,"Mantle Ecosystem, Payment Solutions",4939640210.64,10000000000.0,10000000000.0
tharwa,Tharwa,TRWA,484,ethereum,ethereum,https://tharwa.finance/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Real World Assets (RWA), RWA Protocol",7000000000.0,10000000000.0,10000000000.0
carv,CARV,CARV,549,base,base,https://carv.io,"Artificial Intelligence (AI), Infrastructure, Gaming (GameFi), NFT, BNB Chain Ecosystem, Solana Ecosystem, Arbitrum Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem",294644512.0,1000000000.0,1000000000.0
dia-data,DIA,DIA,556,ethereum,ethereum,https://diadata.org/,"Infrastructure, Decentralized Finance (DeFi), Oracle, BNB Chain Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Sora Ecosystem, Outlier Ventures Portfolio",119676104.0,168817248.0,200000000.0
energy-web-token,Energy Web,EWT,562,,native,https://www.energyweb.org/,"Energy, Polkadot Ecosystem, Gnosis Chain Ecosystem, Regenerative Finance (ReFi), Real World Assets (RWA), Blockchain Capital Portfolio, Hydration Ecosystem",60766954.11145843,69017450.9455633,100000000.0
hivemapper,Hivemapper,HONEY,557,solana,solana,https://hivemapper.com/,"Solana Ecosystem, DePIN, Multicoin Capital Portfolio, Made in USA",4589985844.075744,6484242458.32465,10000000000.0
avant-staked-usd,Avant Staked USD,SAVUSD,559,avalanche,avalanche,https://www.avantprotocol.com/,"Yield Farming, Avalanche Ecosystem, Yield-Bearing Stablecoin",84121764.377423,84121764.377423,
liquity,Liquity,LQTY,553,ethereum,ethereum,https://www.liquity.org/,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, Pantera Capital Portfolio",97642372.27055874,100000000.0,100000000.0
power-ledger,Powerledger,POWR,554,ethereum,ethereum,https://powerledger.io/,"Energy, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, GMCI DePIN Index, Blockchain Capital Portfolio, GMCI Index",529761884.726046,999506122.99937,1000000000.0
singularitynet,SingularityNET,AGIX,552,ethereum,ethereum,https://singularitynet.io/,"Artificial Intelligence (AI), Cardano Ecosystem, Ethereum Ecosystem, AI Agents, Sora Ecosystem",298643760.2473686,369466529.5813048,2000000000.0
fx-usd-saving,f(x) USD Saving,FXSAVE,562,ethereum,ethereum,https://fx.aladdin.club/,"Ethereum Ecosystem, Yield-Bearing Stablecoin",85399179.83190887,85399179.83190887,
resupply-usd,Resupply USD,REUSD,565,ethereum,ethereum,https://resupply.fi/,"Stablecoins, Ethereum Ecosystem",89464490.81865025,89464490.81865025,
pay-coin,Paycoin,PCI,569,,native,https://payprotocol.io/,E-commerce,1022576439.87845,1900000000.0,1900000000.0
bancor,Bancor Network,BNT,560,ethereum,ethereum,https://www.bancor.network/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), Ethereum Ecosystem, DeFiance Capital Portfolio, Energi Ecosystem",113759968.8302526,113759968.8302526,113759968.8302526
aevo-exchange,Aevo,AEVO,555,ethereum,ethereum,https://www.aevo.xyz/,"Smart Contract Platform, Decentralized Finance (DeFi), Binance Launchpool, Derivatives, Perpetuals, Ethereum Ecosystem, Layer 2 (L2), DragonFly Capital Portfolio, Pantera Capital Portfolio",912690687.7774284,1000000000.0,1000000000.0
cronos-bridged-usdt-cronos,Cronos Bridged USDT (Cronos),USDT,572,cronos,cronos,https://cronoscan.com/token/0x66e428c3f67a68878562e79A0234c1F83c208770,"Cronos Ecosystem, Bridged USDT, Bridged-Tokens, Bridged Stablecoin",87824964.111949,87824964.111949,
orbs,Orbs,ORBS,567,ethereum,ethereum,https://www.orbs.com/,"Infrastructure, Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Layer 3 (L3), Outlier Ventures Portfolio",4686544395.2973,10000000000.0,10000000000.0
tokenlon,Tokenlon,LON,570,ethereum,ethereum,https://tokenlon.im/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Arbitrum Ecosystem, Ethereum Ecosystem",123686273.5272646,140451028.838767,200000000.0
g-token,Gravity (by Galxe),G,563,ethereum,ethereum,https://gravity.xyz/,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",7232700000.0,12000000000.0,12000000000.0
temple,TempleDAO,TEMPLE,574,ethereum,ethereum,https://www.templedao.link/rituals,"Crypto-Backed Tokens, Ethereum Ecosystem",23722422.590706147,23769704.54225455,23769704.54225455
cetus-protocol,Cetus Protocol,CETUS,568,sui,sui,https://www.cetus.zone/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Sui Ecosystem, Animoca Brands Portfolio, OKX Ventures Portfolio, Dex Aggregator",833695652.0,1000000000.0,1000000000.0
